id_cliente;abandono_cliente;genero;jubilado;pareja;dependientes;meses_antiguedad;servicio_telefono;ad.multiples_lineas;servicio_internet;ad.seguridad_online;ad.respaldo_online;ad.proteccion_dispositivo;ad.soporte_tecnico;tv.streaming;peliculas.streaming;contrato;factura_digital;metodo_pago;cargo.diario;cargo.mensual;cargo.total
2476-YGEFM;No;Femenino;False;No;No;29;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.5;76.0;2215.25
2478-EEWWM;No;Masculino;False;Si;No;59;No;Sin servicio telefónico;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.46;44.3;2666.75
2479-BRAMR;Si;Masculino;True;Si;No;41;Si;Si;Fibra óptica;Si;No;Si;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);2.75;83.75;3273.55
2480-EJWYP;No;Femenino;True;Si;No;58;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Un año;Si;Transferencia bancaria (automática);3.22;97.8;5458.8
2480-JZOSN;No;Femenino;False;Si;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.68;20.65;20.65
2480-SQIOB;No;Masculino;False;Si;Si;4;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.47;44.8;169.65
2481-SBOYW;No;Femenino;False;No;Si;61;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.8200000000000001;25.0;1498.35
2482-CZGBB;Si;Masculino;False;No;No;10;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.3;70.0;740.0
2483-XSSMZ;No;Femenino;False;No;No;39;Si;No;DSL;Si;No;No;No;No;No;Un año;Si;Cheque electrónico;1.57;47.85;1886.4
2484-DGXPZ;Si;Femenino;False;Si;Si;31;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.64;19.55;658.95
2485-ITVKB;Si;Femenino;False;Si;No;2;No;Sin servicio telefónico;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;1.15;35.1;68.75
2486-WYVVE;No;Masculino;False;Si;No;31;Si;Si;DSL;No;No;Si;Si;Si;Si;Un año;Si;Cheque por correo;2.61;79.3;2484.0
2495-INZWQ;Si;Masculino;False;No;No;4;No;Sin servicio telefónico;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.46;44.55;174.3
2495-KZNFB;No;Femenino;False;No;No;33;Si;Si;Fibra óptica;Si;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.98;90.65;2989.6
2495-TTHBQ;No;Femenino;False;No;Si;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque por correo;0.67;20.4;84.75
2498-XLDZR;No;Femenino;False;Si;Si;32;Si;No;DSL;Si;Si;Si;Si;No;Si;Dos años;No;Cheque por correo;2.42;73.6;2316.85
2499-AJYUA;No;Femenino;True;Si;No;72;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.64;110.8;7882.25
2501-XWWTZ;No;Masculino;False;No;No;11;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;2.31;70.2;760.05
2504-DSHIH;No;Masculino;True;Si;No;23;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;No;Cheque electrónico;2.85;86.8;1975.85
2506-CLAKW;Si;Femenino;False;No;No;6;Si;No;Fibra óptica;Si;Si;Si;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);3.23;98.15;567.45
2506-TNFCO;Si;Femenino;True;Si;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.29;69.55;69.55
2507-QZPQS;No;Masculino;False;No;No;15;Si;Si;Fibra óptica;No;Si;No;Si;No;Si;Mes a mes;No;Cheque electrónico;3.15;95.7;1451.1
2508-QJJFP;No;Masculino;False;No;Si;47;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.68;20.55;1013.05
2509-TFPJU;No;Masculino;False;Si;No;72;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.85;25.75;1864.2
2511-ALLCS;No;Femenino;False;Si;Si;35;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.8;24.3;821.6
2511-MORQY;No;Masculino;False;Si;Si;50;Si;Si;DSL;No;No;Si;No;No;No;Un año;No;Transferencia bancaria (automática);1.8;54.9;2614.1
2514-GINMM;Si;Masculino;False;No;No;1;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.61;79.5;79.5
2516-VQRRV;Si;Femenino;True;No;No;2;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;2.48;75.45;158.4
2516-XSJKX;No;Femenino;False;Si;Si;41;Si;No;DSL;Si;Si;No;Si;Si;Si;Dos años;No;Cheque electrónico;2.58;78.45;3126.45
2519-ERQOJ;No;Masculino;True;No;No;33;No;Sin servicio telefónico;DSL;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electrónico;1.8;54.6;1803.7
2519-FAKOD;Si;Masculino;False;No;Si;38;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.26;99.25;3777.15
2519-LBNQL;No;Masculino;True;Si;No;60;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.43;104.35;6339.45
2519-TWKFS;No;Masculino;False;Si;Si;25;Si;Si;DSL;No;No;No;Si;No;No;Un año;Si;Cheque por correo;1.81;55.1;1466.1
2520-SGTTA;No;Femenino;False;Si;Si;0;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.66;20.0;0.0
2521-NPUZR;No;Masculino;False;Si;No;70;Si;No;Fibra óptica;Si;Si;Si;Si;No;Si;Dos años;No;Tarjeta de crédito (automática);3.32;101.0;7085.5
2522-AHJXR;No;Masculino;False;Si;No;60;Si;Si;Fibra óptica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.6;109.45;6572.85
2522-WLNSF;No;Femenino;True;Si;No;34;Si;No;DSL;No;No;Si;Si;Si;No;Un año;No;Transferencia bancaria (automática);2.11;64.2;2106.3
2523-EWWZL;No;Femenino;False;Si;No;27;Si;No;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.5;76.1;2093.4
2525-GVKQU;No;Femenino;False;No;No;60;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.68;20.6;1093.0
2528-HFYZX;Si;Masculino;True;Si;No;17;Si;No;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.51;76.45;1233.4
2530-ENDWQ;Si;Femenino;False;Si;No;71;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.08;93.7;6585.35
2530-FMFXO;No;Masculino;False;Si;Si;56;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Dos años;Si;Cheque electrónico;3.39;103.2;5873.75
2533-QVMSK;Si;Masculino;False;Si;No;61;Si;Si;Fibra óptica;No;Si;No;Si;Si;No;Dos años;Si;Cheque electrónico;3.09;94.1;5638.3
2533-TIBIX;No;Masculino;False;Si;Si;15;No;Sin servicio telefónico;DSL;Si;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);0.99;30.2;469.65
2535-PBCGC;No;Femenino;False;Si;No;70;No;Sin servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);2.12;64.55;4504.9
2538-OIMXF;No;Femenino;False;No;Si;1;No;Sin servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;0.81;24.7;24.7
2541-YGPKE;No;Masculino;False;Si;Si;42;Si;No;DSL;Si;No;No;Si;No;Si;Un año;No;Tarjeta de crédito (automática);2.09;63.7;2763.35
2542-HYGIQ;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.66;19.95;19.95
2545-EBUPK;No;Femenino;True;No;No;2;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.76;84.05;186.05
2545-LXYVJ;No;Masculino;False;Si;No;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.68;20.7;1492.1
2546-KZAAT;No;Masculino;False;Si;No;52;Si;No;DSL;Si;Si;No;No;Si;Si;Un año;Si;Cheque por correo;2.48;75.4;3865.45
2550-AEVRU;No;Femenino;False;Si;Si;57;Si;No;DSL;Si;Si;No;No;No;No;Un año;No;Cheque electrónico;1.76;53.45;3053.0
2550-QHZGP;No;Masculino;False;No;No;7;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.64;19.5;128.6
2550-ZQZPP;Si;Masculino;True;Si;No;7;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.48;75.4;533.05
2558-BUOZZ;No;Masculino;False;No;No;47;Si;Si;Fibra óptica;Si;Si;No;No;Si;No;Un año;No;Transferencia bancaria (automática);3.12;94.8;4535.85
2560-PPCHE;No;Femenino;False;No;No;65;Si;Si;Fibra óptica;No;Si;No;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);3.45;105.05;6744.25
2560-QTSBS;No;Femenino;False;Si;Si;72;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Transferencia bancaria (automática);0.77;23.3;1623.15
2560-WBWXF;No;Masculino;False;No;No;68;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.79;24.15;1498.85
2565-JSLRY;Si;Masculino;False;No;No;1;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.79;24.05;24.05
2568-BRGYX;Si;Masculino;False;No;No;4;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.31;70.2;237.95
2568-OIADY;Si;Femenino;False;Si;No;37;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.27;99.5;3762.0
2569-WGERO;No;Femenino;False;No;No;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.7000000000000001;21.15;1419.4
2573-GYRUU;No;Masculino;True;Si;No;48;Si;Si;Fibra óptica;No;No;Si;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);2.99;91.05;4370.75
2575-EAMDV;No;Femenino;False;No;No;35;Si;No;Fibra óptica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electrónico;3.26;99.25;3532.0
2575-GFSOE;Si;Femenino;False;Si;Si;7;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.27;69.0;506.9
2576-HXMPA;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.64;19.55;19.55
2577-GVSIL;No;Masculino;False;Si;Si;35;Si;Si;DSL;No;No;No;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);2.41;73.45;2661.1
2578-JQPHZ;No;Masculino;False;No;No;44;Si;No;Fibra óptica;No;No;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);3.29;100.1;4378.35
2580-ASVVY;No;Femenino;False;Si;No;37;No;Sin servicio telefónico;DSL;Si;No;No;Si;Si;No;Dos años;No;Cheque electrónico;1.49;45.4;1593.1
2580-ATZSQ;No;Femenino;False;Si;Si;65;Si;No;DSL;Si;Si;Si;No;No;No;Un año;No;Transferencia bancaria (automática);2.02;61.35;3874.1
2581-VKIRT;No;Femenino;False;Si;Si;59;Si;Si;DSL;Si;Si;No;Si;No;No;Un año;No;Cheque por correo;2.15;65.5;3801.3
2582-FFFZR;No;Femenino;False;No;No;22;No;Sin servicio telefónico;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.6600000000000001;50.6;1073.3
2585-KTFRE;No;Masculino;False;No;Si;1;Si;No;DSL;Si;Si;No;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);2.32;70.45;70.45
2586-CWXVV;No;Masculino;False;Si;No;54;No;Sin servicio telefónico;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque electrónico;1.0;30.4;1621.35
2587-EKXTS;No;Masculino;False;No;No;44;Si;Si;Fibra óptica;Si;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.67;111.5;4915.15
2587-YNLES;No;Femenino;False;Si;Si;6;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.66;20.1;100.35
2589-AYCRP;No;Femenino;False;No;No;50;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);0.65;19.75;989.05
2592-HODOV;No;Masculino;False;No;No;13;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.63;19.3;259.65
2592-SEIFQ;Si;Masculino;False;No;No;3;No;Sin servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;0.81;24.75;66.95
2592-YKDIF;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.67;20.35;20.35
2595-KIWPV;No;Masculino;False;No;Si;27;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.65;19.7;509.3
2599-CIPQE;No;Masculino;False;Si;Si;71;Si;No;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.59;109.3;7782.85
2599-CZABP;No;Masculino;False;Si;No;14;Si;No;DSL;No;No;No;No;No;No;Un año;No;Cheque electrónico;1.47;44.6;641.25
2599-GTQWQ;Si;Masculino;True;No;No;39;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.14;95.65;3759.05
2603-HVKCG;No;Masculino;False;No;No;31;Si;No;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.33;101.4;3143.65
2604-IJPDU;No;Femenino;False;Si;No;20;Si;No;Fibra óptica;Si;Si;No;Si;Si;No;Mes a mes;Si;Cheque electrónico;3.17;96.55;1901.65
2604-XVDAM;No;Femenino;False;No;No;12;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);1.44;43.8;540.95
2606-PKWJB;No;Masculino;False;No;Si;40;No;Sin servicio telefónico;DSL;Si;Si;No;Si;No;No;Un año;No;Cheque por correo;1.32;40.25;1564.05
2606-RMDHZ;Si;Masculino;False;No;No;6;No;Sin servicio telefónico;DSL;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);1.0;30.5;208.7
2607-DHDAK;No;Masculino;False;Si;Si;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.65;19.8;1414.65
2607-FBDFF;No;Masculino;False;No;No;1;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Tarjeta de crédito (automática);1.6099999999999999;49.0;49.0
2608-BHKFN;Si;Femenino;False;No;No;4;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.3;70.05;266.9
2609-IAICY;Si;Femenino;False;No;No;1;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.54;77.15;77.15
2612-PHGOX;No;Masculino;False;Si;No;64;Si;Si;DSL;No;Si;Si;Si;Si;No;Dos años;Si;Transferencia bancaria (automática);2.5;76.1;4818.8
2612-RANWT;Si;Femenino;False;No;No;12;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.29;100.15;1164.3
2612-RRIDN;Si;Masculino;False;No;No;4;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.66;81.0;340.85
2615-YVMYX;No;Masculino;True;Si;No;71;Si;Si;Fibra óptica;Si;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.5300000000000002;107.5;7713.55
2616-FLVQC;No;Masculino;False;No;No;64;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.64;19.55;1240.15
2616-UUTFK;No;Masculino;False;Si;No;33;Si;Si;DSL;Si;Si;Si;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);2.39;72.75;2447.45
2619-WFQWU;Si;Femenino;False;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;2.31;70.15;70.15
2621-UDNLU;No;Femenino;False;Si;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.6900000000000001;20.85;72.0
2623-DRYAM;No;Femenino;False;Si;No;70;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.35;101.75;7069.3
2625-TRCZQ;No;Femenino;False;Si;No;51;No;Sin servicio telefónico;DSL;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.63;49.65;2553.35
2626-URJFX;Si;Masculino;False;Si;Si;4;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.67;50.9;225.6
2626-VEEWG;No;Masculino;False;Si;Si;67;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.64;19.4;1284.2
2632-IVXVF;No;Femenino;False;Si;Si;68;Si;Si;Fibra óptica;Si;No;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.67;111.75;7511.3
2632-TACXW;No;Femenino;False;Si;No;62;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.78;23.65;1416.75
2632-UCGVD;Si;Masculino;True;Si;No;66;Si;Si;Fibra óptica;No;No;No;Si;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.29;100.05;6871.9
2634-HCZGT;Si;Masculino;True;Si;No;53;Si;Si;DSL;Si;No;No;Si;No;No;Un año;Si;Cheque electrónico;1.97;60.05;3229.65
2636-ALXXZ;Si;Femenino;True;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.29;69.6;69.6
2636-OHFMN;Si;Masculino;False;Si;No;4;No;Sin servicio telefónico;DSL;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.6;48.55;201.0
2636-SJDOU;No;Masculino;False;No;No;64;Si;Si;Fibra óptica;Si;Si;No;No;No;No;Un año;Si;Tarjeta de crédito (automática);2.77;84.3;5289.05
2637-FKFSY;No;Femenino;False;Si;No;3;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;1.52;46.1;130.15
2639-UGMAZ;No;Masculino;True;No;No;71;No;Sin servicio telefónico;DSL;Si;Si;No;No;Si;Si;Un año;Si;Cheque electrónico;1.8599999999999999;56.45;3985.35
2640-LYMOV;No;Masculino;False;No;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.65;19.65;38.8
2640-PMGFL;Si;Masculino;False;No;Si;27;Si;Si;Fibra óptica;No;No;No;Si;No;No;Mes a mes;Si;Cheque electrónico;2.61;79.5;2180.55
2642-DTVCO;Si;Masculino;True;No;No;9;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.8;85.05;746.5
2642-MAWLJ;No;Femenino;False;Si;Si;36;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.67;20.25;717.95
2642-NQSNM;No;Femenino;False;No;No;8;Si;No;DSL;Si;No;No;Si;No;No;Un año;No;Transferencia bancaria (automática);1.78;54.25;447.75
2645-QTLMB;Si;Masculino;False;No;No;7;Si;No;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.1;94.25;669.0
2649-HWLYB;No;Masculino;False;Si;No;65;Si;Si;DSL;Si;No;Si;Si;No;Si;Dos años;No;Transferencia bancaria (automática);2.5;76.15;4929.55
2650-GYRYL;No;Masculino;False;Si;Si;33;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Transferencia bancaria (automática);0.64;19.45;600.25
2651-ZCBXV;No;Masculino;False;No;No;54;Si;Si;Fibra óptica;Si;Si;No;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.55;108.0;5760.65
2654-VBVPB;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Transferencia bancaria (automática);0.65;19.9;19.9
2656-FMOKZ;Si;Femenino;True;No;No;15;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;2.45;74.45;1145.7
2656-TABEH;Si;Masculino;False;Si;No;4;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.29;100.2;420.2
2657-ALMWY;Si;Femenino;True;Si;No;26;Si;No;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;No;Cheque electrónico;2.79;84.95;2169.75
2657-VPXTA;No;Femenino;False;Si;Si;10;Si;No;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;2.92;88.85;929.45
2659-VXMWZ;Si;Masculino;False;Si;Si;67;Si;Si;Fibra óptica;Si;Si;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.66;111.3;7482.1
2660-EMUBI;Si;Masculino;True;No;No;10;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.13;95.35;898.35
2661-GKBTK;No;Masculino;False;Si;Si;60;Si;No;DSL;No;Si;No;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);2.5300000000000002;76.95;4543.95
2662-NNTDK;No;Masculino;False;No;No;65;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.8200000000000001;24.8;1600.95
2664-XJZNO;No;Masculino;False;Si;Si;72;Si;No;Fibra óptica;Si;No;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.45;104.9;7559.55
2665-NPTGL;No;Femenino;True;Si;No;26;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.23;98.1;2510.7
